title,metadataStatus,ingestStatus,status,project,sqlVolume,libServerDirectory,primaryIslandoraLocation,secondaryIslandoraLocation,pid,essss,images,ingestDate,latestMetadataUpdate,modified,lastModifiedBadFormat,notes
"Libro 1 de Bautismos de Pardos y Morenos, 1797-1805",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 1 de Bautismos de Pardos y Morenos 1797-1805,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:247296,247296,76,01/22/18,,2018-01-22T00:00:00Z,01/22/18,
"Libro 2 de Bautismos de Pardos y Morenos, 1805-1817",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 2 de Bautismos de Pardos y Morenos 1809-1817,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:247373,247373,261,01/22/18,,2018-01-22T00:00:00Z,01/22/18,pdf in n_o
"Libro 3 de Bautismos de Pardos y Morenos, 1818-1828",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 3 de Bautismos de Pardos y Morenos 1818-1828,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:247635,247635,281,01/22/18,,2018-01-22T00:00:00Z,01/22/18,duplicate of DL's libro 1?
"Libro 4 de Bautismos de Pardos y Morenos, 1828-1838",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 4 de Bautismos de Pardos y Morenos 1828-1838,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:246529,246529,160,01/22/18,,2018-01-22T00:00:00Z,01/22/18,duplicate of DL's libro 2?
"Libro 5 de Bautismos de Pardos y Morenos, 1838-1855",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 5 de Bautismos de Pardos y Morenos 1838-1855,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:247100,247100,195,01/22/18,,2018-01-22T00:00:00Z,01/22/18,last page rotated and really blurry
"Libro 6 de Bautismos de Pardos y Morenos, 1855-1872",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 6 de Bautismos de Pardos y Morenos 1855-1872,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:246795,246795,304,01/22/18,,2018-01-22T00:00:00Z,01/22/18,
"Libro 7 de Bautismos de Pardos y Morenos, 1872-1892",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Ceiba Mocha\Libro 7 de Bautismos de Pardos y Morenos 1872-1892,ESSSS/Cuba/Matanzas/Ceiba Mocha/Iglesia de San Agustín de Ceiba Mocha,,essss:246690,246690,104,01/22/18,,2018-01-22T00:00:00Z,01/22/18,pdf in n_o
Libro de Bautismos de Pardos y Morenos 1774-1820,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1774-1820,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252503,252503,134,01/25/18,,2018-01-25T00:00:00Z,01/25/18,
Libro de Bautismos de Pardos y Morenos 1805-1832,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1805-1832,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252162,252162,340,01/25/18,,2018-01-25T00:00:00Z,01/25/18,
Libro de Bautismos de Pardos y Morenos 1820-1835,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1820-1835,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252827,252827,100,01/25/18,,2018-01-25T00:00:00Z,01/25/18,pdf in n_o
Libro de Bautismos de Pardos y Morenos 1835-1856,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1835-1856,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252638,252638,188,01/25/18,,2018-01-25T00:00:00Z,01/25/18,pdf in n_o
Libro de Bautismos de Pardos y Morenos 1856-1875,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1856-1875,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:251359,251359,375,01/25/18,,2018-01-25T00:00:00Z,01/25/18,"pdf in n_o, volume should possibly be separated into two"
Libro de Bautismos de Pardos y Morenos 1875-1876,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1875-1876,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:251735,251735,306,01/25/18,,2018-01-25T00:00:00Z,01/25/18,blurry; needs to be re-shot
Libro de Bautismos de Pardos y Morenos 1886-1893,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Bautismos de Pardos y Morenos 1886-1893,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252928,252928,303,01/25/18,,2018-01-25T00:00:00Z,01/25/18,
Libro de Matrimonios de Pardos y Morenos 1774-1890,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Jaguey Grande\Libro de Matrimonios de Pardos y Morenos 1774-1890,ESSSS/Cuba/Matanzas/Jagüey Grande/Iglesia Parroquial de Nuestra Señora de Altagracia,,essss:252042,252042,119,01/25/18,,2018-01-25T00:00:00Z,01/25/18,
"Libro 10 de Bautismos de Pardos y Morenos, 1889-1895",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 10 de Bautismos de Pardos y Morenos 1889-1895,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:375680,375680,256,04/25/18,,2018-04-25T00:00:00Z,04/25/18,
"Libro 2 de Bautismos de Pardos y Morenos, 1845-1852",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 2 de Bautismos de  Pardos y Morenos 1815-1852,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:374037,374037,202,04/19/18,,2018-04-19T00:00:00Z,04/19/18,no pdf; blurry
"Libro 3 de Bautismos de Pardos y Morenos, 1852-1859",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 3 de Bautismos de Pardos y Morenos 1852-1859,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:374240,374240,305,04/19/18,,2018-04-19T00:00:00Z,04/19/18,
"Libro 4 de Bautismos de Pardos y Morenos, 1859-1863",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 4 de Bautismos de Pardos y Morenos 1859-1864,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:373719,373719,317,04/19/18,,2018-04-19T00:00:00Z,04/19/18,no pdf
"Libro 5 de Bautismos de Yndios, Pardos y Morenos, 1864-1866",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 5 de Bautismos de Pardos y Morenos 1864-1866,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:374876,374876,185,04/19/18,,2018-04-19T00:00:00Z,04/19/18,no pdf
"Libro 7 de Bautismos de Yndios, Pardos y Morenos, 1871-1877",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 7 de Bautismos de Indios Pardos y Morenos 1871-1877,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:374546,374546,329,04/19/18,,2018-04-19T00:00:00Z,04/19/18,no pdf
"Libro 8 de Bautismos de Yndios, Pardos y Morenos, 1877-1884",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 8 de Bautismos de Pardos y Morenos 1877-1884,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:375062,375062,235,04/19/18,,2018-04-19T00:00:00Z,04/19/18,
"Libro 9 de Bautismos de Pardos y Morenos, 1885-1889",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro 9 de Bautismos de Pardos y Morenos 1885-1889,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:375395,375395,284,04/25/18,,2018-04-25T00:00:00Z,04/25/18,
Libro de Entierros de Indios Pardos y Morenos 1842-1849,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Indios Pardos y Morenos 1842-1849,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:375298,375298,96,04/25/18,,2018-04-25T00:00:00Z,04/25/18,
"Libro de Entierros de Pardos y Morenos, 1849-1854",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Pardos y Morenos 1849,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:377127,377127,117,04/26/18,,2018-04-26T00:00:00Z,04/26/18,blurry
"Libro 4 de Entierros de Yndios, Pardos y Morenos, 1868-1871",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Pardos y Morenos 1867-1871,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:377786,377786,203,04/26/18,,2018-04-26T00:00:00Z,04/26/18,
"Libro 6 de Entierros de Yndios, Pardos y Morenos, 1875-1891",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Pardos y Morenos 1875-1888,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:377245,377245,540,04/26/18,,2018-04-26T00:00:00Z,04/26/18,
"Libro 7 de Entierros de Pardos y Morenos, 1882-1892",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Pardos y Morenos 1882-1888,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:378190,378190,225,04/30/18,,2018-04-30T00:00:00Z,04/30/18,
"Libro 8 de Entierros de Pardos y Morenos, 1890-1899",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros de Pardos y Morenos 1890-1912,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:377990,377990,199,04/30/18,,2018-04-30T00:00:00Z,04/30/18,
"Libro de Entierros de Pardos y Morenos, 1860-1868",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Entierros Pardos y Morenos 1859,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:378416,378416,258,04/30/18,,2018-04-30T00:00:00Z,04/30/18,
"Libro 1 de Matrimonios de Pardos y Morenos, 1860-1904",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Libro de Matrimonios Pardos y Morenos 1860,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:379068,379068,45,05/02/18,,2018-05-02T00:00:00Z,05/02/18,
"[Partial Libro de Entierros de Pardos y Morenos, 1853-1860]",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Limonar\Mystery Volume,ESSSS/Cuba/Matanzas/Limonar/Iglesia Parroquial de San Cipriano Obispo y Purísima Concepción de Limonar,,essss:379114,379114,215,05/02/18,,2018-05-02T00:00:00Z,05/02/18,
"Libro 1 y 3 de bautismos de españoles, 1793-1851",Metadata in spreadsheet,Ingested,,Oscar,,"\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 1 y 2 y 3 de bautizo blancos, pardos y morenos 1793-1851",ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:329765,329765,163,03/23/18,,2018-03-23T00:00:00Z,03/23/18,
"Libro 10 de bautismos, 1887-1890",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 10 de bautismo 1887-1890,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:345582,345582,309,04/04/18,,2018-04-04T00:00:00Z,04/04/18,
"Libro 11 de Bautismos de Blancos y de Color, 1890-1893",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 11 de bautismo de blancos y de color 1890-93,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:352581,352581,289,04/09/18,,2018-04-09T00:00:00Z,04/09/18,pdf in n_o
"Libro 12 de Bautismos de Blancos y de Color, 1893-1902",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 12 de bautizo de blancos y de color 1893-1902,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:353256,353256,176,04/09/18,,2018-04-09T00:00:00Z,04/09/18,
"Libro 13 de bautismos de blancos y de color, 1898-1904",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 13 de bautismo de blancos y de color 1898-1904,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:352871,352871,384,04/09/18,,2018-04-09T00:00:00Z,04/09/18,no pdf
"Libro 1 de Entierros, 1822-1823 and Libro 2 de Difuntos, 1827-1859",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 1ro y 2do de defunciones 1822-59,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:329617,329617,147,03/23/18,,2018-03-23T00:00:00Z,03/23/18,"folios at beginning of volume need to be separated, as a separate book"
"Libro de matrimonios de blancos y de color, 1827-1868",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 1ro y 2do de matri de blancos y de color. 1827-1868-1893,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:329497,329497,119,03/23/18,,2018-03-23T00:00:00Z,03/23/18,four loose folios at beginning of volume should be separated.
"Libro 3 de Bautismos de Pardos y Morenos, 1827-1854",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 3ro de bautizo de color 1827-44,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:332648,332648,142,03/26/18,,2018-03-26T00:00:00Z,03/26/18,pdf in n_o
"Libro 4 de Bautismos de Color, 1844-1854",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 4to de bautizo de color. 1844-54,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:332791,332791,129,03/26/18,,2018-03-26T00:00:00Z,03/26/18,
"Libro 4 de Entierros de Pardos y Morenos, 1857-1881 ",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 4to de defunciones de color de 1857-81,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:332447,332447,200,03/26/18,,2018-03-26T00:00:00Z,03/26/18,pdf in n_o
"Libro 5 de Bautismos de Color, 1854-1864",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 5to de bautismo de color 1854-64,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:336698,336698,190,03/28/18,,2018-03-28T00:00:00Z,03/28/18,
"Libro 6 de Bautismos de Pardos y Morenos, 1865-1880",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 6to de bautismo de color. 1875-,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:336889,336889,301,03/28/18,,2018-03-28T00:00:00Z,03/28/18,
"Libro 7 de Bautismos de Blancos, 1869-1876",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 7mo de bautismo de blanco 1869-76,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:336544,336544,153,03/28/18,,2018-03-28T00:00:00Z,03/28/18,
"Libro 8 de Bautismos de Blancos, 1876-1882",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 8vo de bautismo de blancos y de color. 1876-82,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:342356,342356,197,04/02/18,,2018-04-02T00:00:00Z,04/02/18,
"[Libro 9 de Bautismos de Blancos y de Color, 1882-1884]",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro 9no de bautismo 1882-1887,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:345240,345240,341,04/04/18,,2018-04-04T00:00:00Z,04/04/18,pdf in n_o
"Libro de Entierros de Pardos y Morenos, 1853-1856",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libro de entierros 1853-,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:360684,360684,20,04/11/18,,2018-04-11T00:00:00Z,04/11/18,
"Copia de Libros 1 y 2 de Bautismos de Pardos y Morenos, 1793-1827",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Mayari. Holguin\Libros 1 y 2 de de bautizo de pardos y Morenos 1793-1827,ESSSS/Cuba/Holguín/Mayarí/Iglesia de San Gregorio de Mayarí,,essss:360555,360555,128,04/11/18,,2018-04-11T00:00:00Z,04/11/18,no pdf
"Libro 1 de Bautismos de Pardos y Morenos, 1838-1863",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Perico\Libro 1 de Bautismos de Pardos y Morenos 1838-1863,ESSSS/Cuba/Matanzas/Perico/Iglesia de San Roque y Santa Catalina de Siena,,essss:305395,305395,51,03/11/18,,2018-03-11T00:00:00Z,03/11/18,all pages here?
"Libro 2 de Defunciones de Pardos y Morenos, 1870-1886",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Perico\Libro 2 de Defunciones de Pardos y Morenos 1870-1886,ESSSS/Cuba/Matanzas/Perico/Iglesia de San Roque y Santa Catalina de Siena,,essss:305685,305685,239,03/11/18,,2018-03-11T00:00:00Z,03/11/18,
Libro 3 de Bautismos de Pardos y Morenos 1869-1876,Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de Perico\Libro 3 de Bautismos de Pardos y Morenos 1869-1876,ESSSS/Cuba/Matanzas/Perico/Iglesia de San Roque y Santa Catalina de Siena,,essss:305447,305447,236,03/11/18,,2018-03-11T00:00:00Z,03/11/18,
"Libro 1 de Bautismos de Yndios, Pardos, y Morenos, 1817-1904",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia de San Geronimo de Puentes Grandes\Libro 1 de Bautismos de Pardos y Morenos 1817-1836,ESSSS/Cuba/Havana/Iglesia de San Geronimo de Puentes Grandes,,essss:246125,246125,403,01/18/18,,2018-01-18T00:00:00Z,01/18/18,
"Libro 5 de Bautismos de Pardos y Morenos, 1849-1854",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1822-38,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:363337,363337,274,04/13/18,,2018-04-13T00:00:00Z,04/13/18,no pdf
"Libro 3 de Bautismos de Pardos y Morenos, 1838-1846",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1838-46,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:363612,363612,94,04/13/18,,2018-04-13T00:00:00Z,04/13/18,
"Libro 4 de Bautismos de Pardos y Morenos, 1846-1849",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1846-48,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:365571,365571,203,04/13/18,,2018-04-13T00:00:00Z,04/13/18,
"Libro 6 de Bautismos de Pardos y Morenos, 1854-1859",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1854-59,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:365278,365278,292,04/13/18,,2018-04-13T00:00:00Z,04/13/18,no pdf
"Libro 7 de Bautismos de Pardos y Morenos, 1860-1866",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1860-67,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:371372,371372,316,04/18/18,,2018-04-18T00:00:00Z,04/18/18,no pdf
"Libro 8 de Bautismos de Pardos y Morenos, 1866-1880",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1866-80,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:371689,371689,319,04/18/18,,2018-04-18T00:00:00Z,04/18/18,
"Libro 10 de Bautismos de Pardos y Morenos, 1895-1908",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Carlos Rojas-Jovellanos 1891-1908,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:373597,373597,121,04/19/18,,2018-04-19T00:00:00Z,04/19/18,
"[Suplemento de Bautismos de Pardos y Morenos, 1831-1846]",Metadata in spreadsheet,Ingested,,Oscar,,\\libshare.library.vanderbilt.edu\vulibrary\Landers\new_organization\Oscar\Iglesia Jovellanos y Carlos Rojas. Matanzas\Bautismos Suplemento Carlos Rojas-Jovellanos 1826-46,ESSSS/Cuba/Matanzas/Carlos Rojas/Iglesia de Nuestra Señora del Pilar de Cimarrones,,essss:373540,373540,56,04/19/18,,2018-04-19T00:00:00Z,04/19/18,no pdf
