pubmedId,title,author,affiliation
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Chen Huang,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; The Program of Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Emily M Walker,"Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Prasanna K Dadi,"Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Ruiying Hu,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; The Program of Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Yanwen Xu,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; The Program of Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Tiziana Sanavia,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA 02115, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Jisoo Mun,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Mark A Magnuson,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Christian J Stoeckert,"Institute for Biomedical Informatics and Department of Genetics, University of Pennsylvania School of Medicine, Philadelphia, PA 19104, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Maureen Gannon,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; The Program of Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Department of Medicine, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Roland Stein,"Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,David A Jacobson,"Department of Molecular Physiology and Biophysics, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA. Electronic address: david.a.jacobson@vanderbilt.edu."
29656931,Synaptotagmin 4 Regulates Pancreatic β Cell Maturation by Modulating the Ca,Guoqiang Gu,"Department of Cell and Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA; The Program of Developmental Biology, Vanderbilt University School of Medicine, Department of Veterans Affairs, Tennessee Valley Health Authority, Nashville, TN 37232, USA. Electronic address: guoqiang.gu@vanderbilt.edu."
29634048,Remote Patient Management for Home Dialysis Patients.,Francesca Tentori,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee, USA."
29634048,Remote Patient Management for Home Dialysis Patients.,Jose Florez-Arango,"Department of Biomedical Informatics, Texas A & M University, College Station, Texas, USA."
29618526,Opportunities and obstacles for deep learning in biology and medicine.,Wei Xie,"Electrical Engineering and Computer Science, Vanderbilt University, Nashville, TN, USA."
29618526,Opportunities and obstacles for deep learning in biology and medicine.,Laura K Wiley,"Division of Biomedical Informatics and Personalized Medicine, University of Colorado School of Medicine, Aurora, CO, USA."
29618526,Opportunities and obstacles for deep learning in biology and medicine.,Simina M Boca,"Innovation Center for Biomedical Informatics, Georgetown University Medical Center, Washington, DC, USA."
29497923,Understanding Adult Participant and Parent Empowerment Prior to Evaluation in the Undiagnosed Diseases Network.,Kimberly LeBlanc,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA, USA."
29497923,Understanding Adult Participant and Parent Empowerment Prior to Evaluation in the Undiagnosed Diseases Network.,Elly Brokamp,"Division of Medical Genetics and Genomic Medicine, Vanderbilt University, Nashville, TN, USA."
29425235,Evidence of chronic kidney disease in veterans with incident diabetes mellitus.,Robert Davis,"University of Tennessee Health Science Center, Center for Biomedical Informatics, Memphis, TN, United States of America."
29425235,Evidence of chronic kidney disease in veterans with incident diabetes mellitus.,Adriana Hung,"Vanderbilt University School of Medicine, Nashville, TN, United States of America."
29295192,Ethical Issues in Implementing National-Level Health Data Warehouses in Developing Countries.,Milka B Gesicho,"Institute of Biomedical Informatics, Moi University, Eldoret, Kenya."
29295192,Ethical Issues in Implementing National-Level Health Data Warehouses in Developing Countries.,Troy D Moon,"Vanderbilt University Medical Center, Vanderbilt Institute for Global Health, Nashville, TN, USA."
29295192,Ethical Issues in Implementing National-Level Health Data Warehouses in Developing Countries.,Martin C Were,"Institute of Biomedical Informatics, Moi University, Eldoret, Kenya."
29279374,Evaluating the contribution of rare variants to type 2 diabetes and related traits using pedigrees.,Han Chen,"Center for Precision Health, School of Public Health and School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX 77030."
29279374,Evaluating the contribution of rare variants to type 2 diabetes and related traits using pedigrees.,Nancy J Cox,"Vanderbilt Genetics Institute, Vanderbilt University School of Medicine, Nashville, TN 37332."
29279374,Evaluating the contribution of rare variants to type 2 diabetes and related traits using pedigrees.,Jennifer E Below,"Vanderbilt Genetics Institute, Vanderbilt University School of Medicine, Nashville, TN 37332."
29256939,Sources of Variation in Anesthetic Drug Costs.,Jonathan P Wanderer,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Jonathan P Wanderer,Departments of Biomedical Informatics.
29256939,Sources of Variation in Anesthetic Drug Costs.,Sara E Nelson,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Douglas L Hester,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Matthew Shotwell,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Matthew Shotwell,"Biostatistics, Vanderbilt University, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Warren S Sandberg,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Warren S Sandberg,Departments of Biomedical Informatics.
29256939,Sources of Variation in Anesthetic Drug Costs.,Jesse M Ehrenfeld,"From the Department of Anesthesiology, Vanderbilt University, The Vanderbilt Clinic, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Jesse M Ehrenfeld,"Biostatistics, Vanderbilt University, Nashville, Tennessee."
29256939,Sources of Variation in Anesthetic Drug Costs.,Jesse M Ehrenfeld,"Department of Surgery, Vanderbilt University, Nashville, Tennessee."
29077507,Multiethnic Meta-Analysis Identifies RAI1 as a Possible Obstructive Sleep Apnea-related Quantitative Trait Locus in Men.,Han Chen,"3 Center for Precision Health, School of Public Health & School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, Texas."
29077507,Multiethnic Meta-Analysis Identifies RAI1 as a Possible Obstructive Sleep Apnea-related Quantitative Trait Locus in Men.,Jennifer E Below,"13 Vanderbilt Genetics Institute, Vanderbilt University Medical Center, Nashville, Tennessee."
29077507,Multiethnic Meta-Analysis Identifies RAI1 as a Possible Obstructive Sleep Apnea-related Quantitative Trait Locus in Men.,Emma K Larkin,"25 Department of Medicine, Division of Allergy, Pulmonary, and Critical Care, Vanderbilt University Medical Center, Nashville, Tennessee."
29077507,Multiethnic Meta-Analysis Identifies RAI1 as a Possible Obstructive Sleep Apnea-related Quantitative Trait Locus in Men.,Shamil R Sunyaev,"46 Department of Biomedical Informatics, Harvard Medical School, Boston, Massachusetts; and."
29053189,Pilot screening study of targeted genetic polymorphisms for association with seasonal influenza hospital admission.,Jonathan D Mosley,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee."
29053189,Pilot screening study of targeted genetic polymorphisms for association with seasonal influenza hospital admission.,Christian M Shaffer,"Department of Medicine, Vanderbilt University Medical Center, Nashville, Tennessee."
29053189,Pilot screening study of targeted genetic polymorphisms for association with seasonal influenza hospital admission.,Rob Strenn,"Biomedical Informatics Research Center, Marshfield Clinic Research Institute, Marshfield, Wisconsin."
29039620,Preoperative Genetic Testing and Personalized Medicine: Changing the Care Paradigm.,Rodney A Gabriel,"Department of Biomedical Informatics, University of California, San Diego, San Diego, CA, USA."
29039620,Preoperative Genetic Testing and Personalized Medicine: Changing the Care Paradigm.,Jesse M Ehrenfeld,"Vanderbilt University Medical Center, Nashville, TN, 37232, USA."
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Lisa Bastarache,Biomedical Informatics and Medicine.
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Tammy Jessen,"Vanderbilt Genetics Institute, Department of Obstetrics and Gynecology, Vanderbilt University, Nashville, Tennessee 37232."
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Digna R Velez Edwards,"Vanderbilt Genetics Institute, Department of Obstetrics and Gynecology, Vanderbilt University, Nashville, Tennessee 37232."
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,James S Sutcliffe,"Vanderbilt Genetics Institute, Department of Obstetrics and Gynecology, Vanderbilt University, Nashville, Tennessee 37232."
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Joshua C Denny,Biomedical Informatics and Medicine.
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Joshua C Denny,"Vanderbilt Genetics Institute, Department of Obstetrics and Gynecology, Vanderbilt University, Nashville, Tennessee 37232."
29038237,The Gain-of-Function Integrin β3 Pro33 Variant Alters the Serotonin System in the Mouse Brain.,Ana M D Carneiro,"Departments of Pharmacology, ana.carneiro@vanderbilt.edu."
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Cosmin A Bejan,Department of Biomedical Informatics.
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Robert M Cronin,Department of Biomedical Informatics.
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Robert M Cronin,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA."
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Shari Barkin,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA."
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Kevin B Johnson,Department of Biomedical Informatics.
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Kevin B Johnson,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN, USA."
29016793,Mining 100 million notes to find homelessness and adverse childhood experiences: 2 case studies of rare and severe social determinants of health in electronic health records.,Joshua C Denny,Department of Biomedical Informatics.
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Gretchen P Jackson,"Department of Pediatric Surgery, Vanderbilt University Medical Center (VUMC), Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Gretchen P Jackson,"Department of Biomedical Informatics, VUMC, Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Jamie R Robinson,"Department of Pediatric Surgery, Vanderbilt University Medical Center (VUMC), Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Jamie R Robinson,"Department of Biomedical Informatics, VUMC, Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Catherine Ivory,"Department of Biomedical Informatics, VUMC, Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Catherine Ivory,"Vanderbilt School of Nursing, Vanderbilt University, Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Shilo Anders,"Department of Pediatric Surgery, Vanderbilt University Medical Center (VUMC), Nashville, TN, USA."
29016789,A technology-based patient and family engagement consult service for the pediatric hospital setting.,Robert M Cronin,"Department of Biomedical Informatics, VUMC, Nashville, TN, USA."
28991114,"A Survey Evaluating Burnout, Health Status, Depression, Reported Alcohol and Substance Use, and Social Support of Anesthesiologists.",Matthew S Shotwell,"Biostatistics, Vanderbilt University School of Medicine and Vanderbilt University Medical Center, Nashville, Tennessee."
28991114,"A Survey Evaluating Burnout, Health Status, Depression, Reported Alcohol and Substance Use, and Social Support of Anesthesiologists.",Elizabeth Borg Card,"Department of Nursing Research, Vanderbilt Nursing, Vanderbilt University Medical Center, Nashville, Tennessee."
28991114,"A Survey Evaluating Burnout, Health Status, Depression, Reported Alcohol and Substance Use, and Social Support of Anesthesiologists.",Jennifer L Morse,"Biostatistics, Vanderbilt University School of Medicine and Vanderbilt University Medical Center, Nashville, Tennessee."
28991114,"A Survey Evaluating Burnout, Health Status, Depression, Reported Alcohol and Substance Use, and Social Support of Anesthesiologists.",Matthew B Weinger,Departments of Biomedical Informatics.
28991114,"A Survey Evaluating Burnout, Health Status, Depression, Reported Alcohol and Substance Use, and Social Support of Anesthesiologists.",Matthew B Weinger,"Medical Education, Vanderbilt University School of Medicine and Vanderbilt University Medical Center, Nashville, Tennessee."
28957327,Up For A Challenge (U4C): Stimulating innovation in breast cancer genetic epidemiology.,Nancy J Cox,"Division of Genetic Medicine, Vanderbilt University, Nashville, Tennessee, United States of America."
28957327,Up For A Challenge (U4C): Stimulating innovation in breast cancer genetic epidemiology.,Jason H Moore,"Division of Informatics, Department of Biostatistics and Epidemiology, Institute for Biomedical Informatics, Perelman School of Medicine, University of Pennsylvania, Philadelphia, Pennsylvania, United States of America."
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Keith E Simmon,Departments of Biomedical Informatics.
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Karen Eilbeck,Departments of Biomedical Informatics.
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Derek J Williams,Vanderbilt University School of Medicine.
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Derek J Williams,"Division of Infectious Diseases, Department of Pediatrics, Monroe Carell Jr. Children's Hospital, Vanderbilt University."
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Derek J Williams,"Vanderbilt Vaccine Research Program, Nashville, Tennessee."
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Kathryn Edwards,"Division of Infectious Diseases, Department of Pediatrics, Monroe Carell Jr. Children's Hospital, Vanderbilt University."
28934425,Human Bocavirus Capsid Messenger RNA Detection in Children With Pneumonia.,Kathryn Edwards,"Vanderbilt Vaccine Research Program, Nashville, Tennessee."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Jing Wang,"Center for Quantitative Sciences, Vanderbilt University School of Medicine, Nashville, TN, 37232, USA."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Qi Liu,"Center for Quantitative Sciences, Vanderbilt University School of Medicine, Nashville, TN, 37232, USA."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Zhongming Zhao,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, 77030, USA."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Zhongming Zhao,"Center for Precision Health, School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, 77030, USA."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Hua Xu,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, 77030, USA."
28865443,Investigating MicroRNA and transcription factor co-regulatory networks in colorectal cancer.,Jingchun Sun,"School of Biomedical Informatics, The University of Texas Health Science Center at Houston, Houston, TX, 77030, USA. jingchun.sun@uth.tmc.edu."
28776233,"After-hour Versus Daytime Shifts in Non-Operating Room Anesthesia Environments: National Distribution of Case Volume, Patient Characteristics, and Procedures.",Rodney A Gabriel,"Department of Biomedical Informatics, University of California, San Diego, San Diego, CA, USA."
28776233,"After-hour Versus Daytime Shifts in Non-Operating Room Anesthesia Environments: National Distribution of Case Volume, Patient Characteristics, and Procedures.",Jesse M Ehrenfeld,"Vanderbilt University Medical Center, Nashville, TN, 37232, USA."
28764766,Physicians' pharmacogenomics information needs and seeking behavior: a study with case vignettes.,Bret S E Heale,"Department of Biomedical Informatics, University of Utah, 421 Wakara Way, Salt Lake City, UT, 84108, USA."
28764766,Physicians' pharmacogenomics information needs and seeking behavior: a study with case vignettes.,Aly Khalifa,"Department of Biomedical Informatics, University of Utah, 421 Wakara Way, Salt Lake City, UT, 84108, USA."
28764766,Physicians' pharmacogenomics information needs and seeking behavior: a study with case vignettes.,Scott Nelson,"Vanderbilt University Medical Center, Nashville, TN, USA."
28764766,Physicians' pharmacogenomics information needs and seeking behavior: a study with case vignettes.,Guilherme Del Fiol,"Department of Biomedical Informatics, University of Utah, 421 Wakara Way, Salt Lake City, UT, 84108, USA. guilherme.delfiol@utah.edu."
28742779,A Novel Method of Evaluating Key Factors for Success in a Multifaceted Critical Care Fellowship Using Data Envelopment Analysis.,Vikram Tiwari,From the Departments of Anesthesiology and Biomedical Informatics.
28742779,A Novel Method of Evaluating Key Factors for Success in a Multifaceted Critical Care Fellowship Using Data Envelopment Analysis.,Avinash B Kumar,"Division of Critical Care, Department of Anesthesiology, Vanderbilt University, Nashville, Tennessee."
28729732,Evidence of selection on splicing-associated loci in human populations and relevance to disease loci mapping.,Eric R Gamazon,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, 37235, USA. egamazon@uchicago.edu."
28729732,Evidence of selection on splicing-associated loci in human populations and relevance to disease loci mapping.,Anuar Konkashbaev,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, 37235, USA."
28729732,Evidence of selection on splicing-associated loci in human populations and relevance to disease loci mapping.,Nancy J Cox,"Division of Genetic Medicine, Department of Medicine, Vanderbilt University, Nashville, TN, 37235, USA."
28729732,Evidence of selection on splicing-associated loci in human populations and relevance to disease loci mapping.,Younghee Lee,"Department of Biomedical Informatics, School of Medicine, University of Utah, Salt Lake City, UT, 84108, USA. younghee.lee@utah.edu."
28557727,Barriers to Pediatric Health Information Exchange.,Christoph U Lehmann,Departments of Biomedical Informatics and culehmann@gmail.com.
28557727,Barriers to Pediatric Health Information Exchange.,Christoph U Lehmann,"Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee."
28557727,Barriers to Pediatric Health Information Exchange.,Kevin B Johnson,Departments of Biomedical Informatics and.
28557727,Barriers to Pediatric Health Information Exchange.,Kevin B Johnson,"Pediatrics, Vanderbilt University Medical Center, Nashville, Tennessee."
28557727,Barriers to Pediatric Health Information Exchange.,Mark E Frisse,Departments of Biomedical Informatics and.
28430825,Discovery and fine-mapping of adiposity loci using high density imputation of genome-wide association studies in individuals of African ancestry: African Ancestry Anthropometry Genetics Consortium.,Wei Zheng,"Division of Epidemiology, Department of Medicine, Vanderbilt Epidemiology Center, Vanderbilt University School of Medicine, Nashville, TN, United States of America."
28430825,Discovery and fine-mapping of adiposity loci using high density imputation of genome-wide association studies in individuals of African ancestry: African Ancestry Anthropometry Genetics Consortium.,Degui Zhi,"School of Biomedical Informatics, University of Texas Health Science Center at Houston, Houston, TX, United States of America."
28407811,"Saline versus balanced crystalloids for intravenous fluid therapy in the emergency department: study protocol for a cluster-randomized, multiple-crossover trial.",Wesley H Self,"Department of Emergency Medicine, 1313 21st Avenue South, 703 Oxford House, Nashville, TN, 37220, USA. wesley.self@vanderbilt.edu."
28407811,"Saline versus balanced crystalloids for intravenous fluid therapy in the emergency department: study protocol for a cluster-randomized, multiple-crossover trial.",Jonathan P Wanderer,"Department of Biomedical Informatics, Nashville, TN, USA."
28407811,"Saline versus balanced crystalloids for intravenous fluid therapy in the emergency department: study protocol for a cluster-randomized, multiple-crossover trial.",Jesse M Ehrenfeld,"Department of Biomedical Informatics, Nashville, TN, USA."
28407811,"Saline versus balanced crystalloids for intravenous fluid therapy in the emergency department: study protocol for a cluster-randomized, multiple-crossover trial.",Leanne Atchison,"Department of Pharmaceutical Services, All at Vanderbilt University Medical Center, Nashville, TN, USA."
28407811,"Saline versus balanced crystalloids for intravenous fluid therapy in the emergency department: study protocol for a cluster-randomized, multiple-crossover trial.",Matthew Felbinger,"Department of Pharmaceutical Services, All at Vanderbilt University Medical Center, Nashville, TN, USA."
28350385,"Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives.",Phillip J Dexheimer,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, Ohio 45229, USA."
28350385,"Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives.",Nathan Salomonis,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, Ohio 45229, USA."
28350385,"Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives.",Antonis K Hatzopoulos,"Departments of Medicine and Cell and Developmental Biology, Division of Cardiovascular Medicine, Vanderbilt University, Nashville, Tennessee 37232, USA."
28350385,"Molecular, phenotypic, and sample-associated data to describe pluripotent stem cell lines and derivatives.",Bruce J Aronow,"Department of Biomedical Informatics, Cincinnati Children's Hospital, Cincinnati, Ohio 45229, USA."
28259484,Prediction of complicated disease course for children newly diagnosed with Crohn's disease: a multicentre inception cohort study.,Dedrick E Moulton,"Department of Pediatrics, Vanderbilt University School of Medicine, Nashville, TN, USA."
28259484,Prediction of complicated disease course for children newly diagnosed with Crohn's disease: a multicentre inception cohort study.,Bruce J Aronow,"Division of Biomedical Informatics, Cincinnati Children's Hospital Medical Center, Cincinnati, OH, USA."
28211597,Data quality assurance and control in cognitive research: Lessons learned from the PREDICT-HD study.,Holly James Westervelt,"Department of Neurology, Vanderbilt Medical Center, Nashville, TN, USA."
28211597,Data quality assurance and control in cognitive research: Lessons learned from the PREDICT-HD study.,H Jeremy Bockholt,"Advanced Biomedical Informatics Group, LLC, Coralville, IA, USA."
28190457,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,Nathaniel D Mercaldo,"Department of Biostatistics, Vanderbilt University, Nashville, TN 37203, USA."
28190457,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,Ellen Wright Clayton,"Center for Biomedical Ethics and Society, Vanderbilt University, Nashville, TN 37203, USA."
28190457,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,Valerie D McManus,"Biomedical Informatics Research Center, Marshfield Clinic Research Foundation, Marshfield, WI 54449, USA."
28190457,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,Martha J Shrubsole,"Vanderbilt Epidemiology Center, Vanderbilt University Medical Center, Nashville, TN 37203, USA."
28190457,Public Attitudes toward Consent and Data Sharing in Biobank Research: A Large Multi-site Experimental Survey in the US.,Jonathan S Schildcrout,"Department of Biostatistics, Vanderbilt University, Nashville, TN 37203, USA."
28157539,The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease.,Rachel B Ramoni,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA 02115, USA; Department of Epidemiology and Health Promotion, New York University College of Dentistry, New York, NY 10010, USA. Electronic address: rachelramoni@nyu.edu."
28157539,The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease.,Rizwan Hamid,"Department of Pediatrics, Vanderbilt University Medical Center, Nashville, TN 37232, USA."
28157539,The Undiagnosed Diseases Network: Accelerating Discovery about Health and Disease.,Alexa T McCray,"Department of Biomedical Informatics, Harvard Medical School, Boston, MA 02115, USA."
27925785,"Accelerating Scientific Advancement for Pediatric Rare Lung Disease Research. Report from a National Institutes of Health-NHLBI Workshop, September 3 and 4, 2015.",Lisa R Young,"1 Department of Pediatrics, Medicine, and Cell and Developmental Biology, Vanderbilt University, Nashville, Tennessee."
27925785,"Accelerating Scientific Advancement for Pediatric Rare Lung Disease Research. Report from a National Institutes of Health-NHLBI Workshop, September 3 and 4, 2015.",Kenneth D Mandl,"5 Department of Biomedical Informatics, Harvard Medical School, Computational Health Informatics Program, Boston Children's Hospital, Boston, Massachusetts."
27861902,The molecular basis of breast cancer pathological phenotypes.,David A Gutman,"Department of Biomedical Informatics, School of Medicine, Emory University, Atlanta, GA, USA."
27861902,The molecular basis of breast cancer pathological phenotypes.,Melinda Sanders,"Department of Pathology, Microbiology and Immunology, Vanderbilt University, Nashville, TN, USA."
27851966,Pancreatic Inflammation Redirects Acinar to β Cell Reprogramming.,Hannah W Clayton,"Department of Cell and Developmental Biology, Vanderbilt University, Nashville, TN 37232, USA; Center for Stem Cell Biology, Vanderbilt University, Nashville, TN 37232, USA."
